/* DATA DESCRIPTION:
Citation:	Depoorter, Mathieu A; Bamber, Jonathan L; Griggs, Jennifer; Lenaerts, Jan T M; Ligtenberg, Stefan R M; van den Broeke, Michiel R; Moholdt, Geir (2013): Antarctic grounding line. PANGAEA, https://doi.org/10.1594/PANGAEA.819150, 
	In supplement to: Depoorter, MA et al. (2013): Calving fluxes and basal melt rates of Antarctic ice shelves. Nature, 502, 89-92, https://doi.org/10.1038/nature12567
Further details:	Moholdt, Geir; Fricker, Helen; Padman, Laurie; Paolo, Fernando S (2013): Synthesized grounding line and ice shelf mask for Antarctica. Scripps Institution of Oceanography, UCSD, 25 pp, hdl:10013/epic.42133.d004
Coverage:	MEDIAN LATITUDE: -71.799236 * MEDIAN LONGITUDE: -163.368176 * SOUTH-BOUND LATITUDE: -85.405900 * WEST-BOUND LONGITUDE: 0.013300 * NORTH-BOUND LATITUDE: -63.214500 * EAST-BOUND LONGITUDE: -0.011500
Event(s):	pan-Antarctica * LATITUDE: -90.000000 * LONGITUDE: 0.000000
Parameter(s):	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Line (Line) * PI: Depoorter, Mathieu A (mathieu.depoorter@bristol.ac.uk, http://www.bristol.ac.uk/geography/people/mathieu-a-depoorter/index.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	103038 data points
*/
Latitude	Longitude	Line
-67.7101	146.1776	31425
-67.7118	146.1738	31426
-67.7139	146.1702	31427
-67.7177	146.1648	31428
-67.7272	146.1530	31429
-67.7330	146.1464	31430
-67.7359	146.1421	31431
-67.7390	146.1359	31432
-67.7420	146.1286	31433
-67.7441	146.1224	31434
-67.7476	146.1108	31435
-67.7487	146.1081	31436
-67.7493	146.1070	31437
-67.7503	146.1058	31438
-67.7517	146.1057	31439
-67.7531	146.1069	31440
-67.7544	146.1094	31441
-67.7557	146.1136	31442
-67.7566	146.1185	31443
-67.7571	146.1227	31444
-67.7573	146.1270	31445
-67.7577	146.1496	31446
-67.7579	146.1565	31447
-67.7583	146.1620	31448
-67.7590	146.1684	31449
-67.7601	146.1744	31450
-67.7615	146.1797	31451
-67.7626	146.1826	31452
-67.7642	146.1851	31453
-67.7662	146.1873	31454
-67.7839	146.2010	31455
-67.7871	146.2040	31456
-67.7909	146.2084	31457
-67.7931	146.2104	31458
-67.7952	146.2111	31459
-67.8001	146.2102	31460
-67.8024	146.2103	31461
-67.8046	146.2112	31462
-67.8061	146.2127	31463
-67.8083	146.2160	31464
-67.8106	146.2212	31465
-67.8122	146.2261	31466
-67.8147	146.2354	31467
-67.8164	146.2401	31468
-67.8185	146.2441	31469
-67.8245	146.2540	31470
-67.8281	146.2607	31471
-67.8323	146.2691	31472
-67.8355	146.2767	31473
-67.8384	146.2846	31474
-67.8406	146.2913	31475
-67.8421	146.2969	31476
-67.8429	146.3010	31477
-67.8435	146.3068	31478
-67.8437	146.3120	31479
-67.8433	146.3162	31480
-67.8422	146.3216	31481
-67.8408	146.3265	31482
-67.8396	146.3296	31483
-67.8370	146.3351	31484
-67.8229	146.3588	31485
-67.8165	146.3699	31486
-67.8108	146.3806	31487
-67.8094	146.3828	31488
-67.8076	146.3849	31489
-67.8060	146.3859	31490
-67.7983	146.3877	31491
-67.7954	146.3892	31492
-67.7924	146.3916	31493
-67.7849	146.3990	31494
-67.7816	146.4018	31495
-67.7782	146.4036	31496
-67.7693	146.4066	31497
-67.7670	146.4082	31498
-67.7623	146.4131	31499
-67.7604	146.4144	31500
-67.7587	146.4149	31501
-67.7570	146.4149	31502
-67.7461	146.4115	31503
-67.7435	146.4113	31504
-67.7418	146.4116	31505
-67.7383	146.4132	31506
-67.7284	146.4192	31507
-67.7265	146.4215	31508
-67.7254	146.4241	31509
-67.7251	146.4267	31510
-67.7250	146.4283	31511
-67.7252	146.4314	31512
-67.7262	146.4364	31513
-67.7278	146.4418	31514
-67.7297	146.4467	31515
-67.7324	146.4529	31516
-67.7398	146.4674	31517
-67.7450	146.4790	31518
-67.7476	146.4861	31519
-67.7537	146.5048	31520
-67.7567	146.5127	31521
-67.7579	146.5152	31522
-67.7597	146.5182	31523
-67.7642	146.5247	31524
-67.7709	146.5355	31525
-67.7736	146.5388	31526
-67.7751	146.5400	31527
-67.7774	146.5413	31528
-67.7804	146.5417	31529
-67.7832	146.5405	31530
-67.7887	146.5361	31531
-67.7904	146.5353	31532
-67.7919	146.5352	31533
-67.7961	146.5365	31534
-67.8036	146.5409	31535
-67.8062	146.5413	31536
-67.8087	146.5407	31537
-67.8107	146.5394	31538
-67.8126	146.5374	31539
-67.8187	146.5280	31540
-67.8207	146.5256	31541
-67.8231	146.5233	31542
-67.8336	146.5154	31543
-67.8450	146.5086	31544
-67.8483	146.5062	31545
-67.8510	146.5032	31546
-67.8579	146.4938	31547
-67.8583	146.4934	31548
-67.8603	146.4916	31549
-67.8652	146.4882	31550
-67.8674	146.4854	31551
-67.8683	146.4834	31552
-67.8693	146.4806	31553
-67.8723	146.4693	31554
-67.8738	146.4653	31555
-67.8755	146.4617	31556
-67.8783	146.4573	31557
-67.8843	146.4509	31558
-67.8869	146.4475	31559
-67.8983	146.4274	31560
-67.9009	146.4222	31561
-67.9032	146.4166	31562
-67.9060	146.4088	31563
-67.9082	146.4019	31564
-67.9117	146.3898	31565
-67.9138	146.3838	31566
-67.9167	146.3769	31567
-67.9196	146.3720	31568
-67.9220	146.3692	31569
-67.9235	146.3681	31570
-67.9250	146.3678	31571
-67.9260	146.3682	31572
-67.9279	146.3703	31573
-67.9317	146.3770	31574
-67.9350	146.3820	31575
-67.9365	146.3848	31576
-67.9377	146.3882	31577
-67.9389	146.3933	31578
-67.9448	146.4238	31579
-67.9465	146.4341	31580
-67.9469	146.4382	31581
-67.9469	146.4411	31582
-67.9466	146.4476	31583
-67.9454	146.4563	31584
-67.9399	146.4857	31585
-67.9367	146.5052	31586
-67.9350	146.5162	31587
-67.9341	146.5230	31588
-67.9335	146.5297	31589
-67.9335	146.5332	31590
-67.9337	146.5365	31591
-67.9339	146.5380	31592
-67.9346	146.5402	31593
-67.9359	146.5420	31594
-67.9374	146.5433	31595
-67.9413	146.5447	31596
-67.9499	146.5463	31597
-67.9519	146.5475	31598
-67.9539	146.5501	31599
-67.9558	146.5536	31600
-67.9576	146.5577	31601
-67.9593	146.5625	31602
-67.9606	146.5673	31603
-67.9617	146.5725	31604
-67.9626	146.5782	31605
-67.9629	146.5828	31606
-67.9630	146.5862	31607
-67.9628	146.5919	31608
-67.9620	146.6000	31609
-67.9611	146.6060	31610
-67.9600	146.6105	31611
-67.9578	146.6170	31612
-67.9554	146.6225	31613
-67.9534	146.6263	31614
-67.9471	146.6373	31615
-67.9454	146.6411	31616
-67.9442	146.6440	31617
-67.9403	146.6565	31618
-67.9361	146.6683	31619
-67.9345	146.6737	31620
-67.9336	146.6773	31621
-67.9329	146.6821	31622
-67.9326	146.6850	31623
-67.9327	146.6883	31624
-67.9330	146.6915	31625
-67.9338	146.6946	31626
-67.9349	146.6967	31627
-67.9362	146.6979	31628
-67.9370	146.6982	31629
-67.9395	146.6979	31630
-67.9413	146.6972	31631
-67.9451	146.6956	31632
-67.9484	146.6950	31633
-67.9529	146.6951	31634
-67.9547	146.6956	31635
-67.9563	146.6966	31636
-67.9577	146.6984	31637
-67.9591	146.7017	31638
-67.9598	146.7057	31639
-67.9602	146.7114	31640
-67.9600	146.7149	31641
-67.9595	146.7181	31642
-67.9582	146.7236	31643
-67.9512	146.7444	31644
-67.9449	146.7644	31645
-67.9427	146.7706	31646
-67.9411	146.7743	31647
-67.9391	146.7778	31648
-67.9312	146.7900	31649
-67.9270	146.7971	31650
-67.9250	146.8012	31651
-67.9233	146.8059	31652
-67.9220	146.8115	31653
-67.9207	146.8194	31654
-67.9200	146.8253	31655
-67.9198	146.8310	31656
-67.9202	146.8366	31657
-67.9209	146.8399	31658
-67.9223	146.8434	31659
-67.9236	146.8453	31660
-67.9247	146.8462	31661
-67.9264	146.8467	31662
-67.9299	146.8460	31663
-67.9333	146.8439	31664
-67.9386	146.8391	31665
-67.9399	146.8384	31666
-67.9412	146.8382	31667
-67.9431	146.8391	31668
-67.9446	146.8406	31669
-67.9558	146.8567	31670
-67.9571	146.8582	31671
-67.9588	146.8595	31672
-67.9617	146.8601	31673
-67.9660	146.8586	31674
-67.9694	146.8564	31675
-67.9721	146.8532	31676
-67.9750	146.8482	31677
-67.9819	146.8328	31678
-67.9901	146.8177	31679
-68.0104	146.7767	31680
-68.0203	146.7586	31681
-68.0283	146.7414	31682
-68.0373	146.7262	31683
-68.0487	146.7053	31684
-68.0507	146.7009	31685
-68.0523	146.6966	31686
-68.0559	146.6843	31687
-68.0579	146.6785	31688
-68.0653	146.6607	31689
-68.0685	146.6538	31690
-68.0784	146.6358	31691
-68.0803	146.6330	31692
-68.0852	146.6275	31693
-68.0867	146.6254	31694
-68.0920	146.6144	31695
-68.1003	146.6009	31696
-68.1090	146.5845	31697
-68.1118	146.5804	31698
-68.1148	146.5772	31699
-68.1246	146.5683	31700
-68.1285	146.5657	31701
-68.1315	146.5649	31702
-68.1346	146.5648	31703
-68.1367	146.5651	31704
-68.1392	146.5662	31705
-68.1425	146.5685	31706
-68.1455	146.5713	31707
-68.1503	146.5770	31708
-68.1534	146.5812	31709
-68.1574	146.5885	31710
-68.1665	146.6075	31711
-68.1696	146.6150	31712
-68.1721	146.6212	31713
-68.1734	146.6256	31714
-68.1745	146.6304	31715
-68.1757	146.6390	31716
-68.1766	146.6481	31717
-68.1770	146.6562	31718
-68.1771	146.6633	31719
-68.1770	146.6679	31720
-68.1767	146.6730	31721
-68.1759	146.6788	31722
-68.1749	146.6848	31723
-68.1711	146.7031	31724
-68.1674	146.7191	31725
-68.1654	146.7268	31726
-68.1626	146.7358	31727
-68.1537	146.7618	31728
-68.1476	146.7783	31729
-68.1444	146.7860	31730
-68.1368	146.8033	31731
-68.1275	146.8270	31732
-68.1187	146.8451	31733
-68.1111	146.8657	31734
-68.1003	146.8918	31735
-68.0952	146.9026	31736
-68.0785	146.9328	31737
-68.0710	146.9470	31738
-68.0673	146.9552	31739
-68.0628	146.9657	31740
-68.0585	146.9749	31741
-68.0509	146.9953	31742
-68.0493	146.9986	31743
-68.0449	147.0062	31744
-68.0432	147.0099	31745
-68.0416	147.0150	31746
-68.0405	147.0203	31747
-68.0388	147.0310	31748
-68.0380	147.0376	31749
-68.0379	147.0419	31750
-68.0381	147.0475	31751
-68.0388	147.0512	31752
-68.0389	147.0520	31753
-68.0398	147.0543	31754
-68.0403	147.0551	31755
-68.0414	147.0560	31756
-68.0421	147.0562	31757
-68.0455	147.0556	31758
-68.0469	147.0558	31759
-68.0501	147.0577	31760
-68.0532	147.0607	31761
-68.0554	147.0634	31762
-68.0619	147.0737	31763
-68.0640	147.0760	31764
-68.0661	147.0776	31765
-68.0696	147.0789	31766
-68.0745	147.0784	31767
-68.0774	147.0788	31768
-68.0799	147.0801	31769
-68.0841	147.0830	31770
-68.0863	147.0839	31771
-68.0889	147.0836	31772
-68.0935	147.0806	31773
-68.0955	147.0800	31774
-68.0977	147.0801	31775
-68.1028	147.0814	31776
-68.1070	147.0810	31777
-68.1157	147.0776	31778
-68.1182	147.0762	31779
-68.1207	147.0743	31780
-68.1276	147.0660	31781
-68.1299	147.0639	31782
-68.1376	147.0583	31783
-68.1396	147.0561	31784
-68.1417	147.0533	31785
-68.1446	147.0483	31786
-68.1496	147.0387	31787
-68.1585	147.0201	31788
-68.1654	147.0080	31789
-68.1704	146.9977	31790
-68.1730	146.9929	31791
-68.1771	146.9866	31792
-68.1893	146.9703	31793
-68.1915	146.9668	31794
-68.1926	146.9646	31795
-68.1935	146.9623	31796
-68.1944	146.9594	31797
-68.1955	146.9535	31798
-68.2006	146.9148	31799
-68.2015	146.9090	31800
-68.2023	146.9052	31801
-68.2038	146.8998	31802
-68.2069	146.8899	31803
-68.2110	146.8762	31804
-68.2125	146.8719	31805
-68.2142	146.8686	31806
-68.2162	146.8661	31807
-68.2192	146.8636	31808
-68.2226	146.8619	31809
-68.2249	146.8615	31810
-68.2263	146.8616	31811
-68.2285	146.8625	31812
-68.2366	146.8677	31813
-68.2386	146.8682	31814
-68.2404	146.8678	31815
-68.2425	146.8662	31816
-68.2487	146.8600	31817
-68.2594	146.8461	31818
-68.2640	146.8411	31819
-68.2661	146.8397	31820
-68.2676	146.8391	31821
-68.2699	146.8389	31822
-68.2716	146.8393	31823
-68.2758	146.8416	31824
-68.2787	146.8443	31825
-68.2807	146.8474	31826
-68.2829	146.8529	31827
-68.2844	146.8585	31828
-68.2857	146.8645	31829
-68.2895	146.8864	31830
-68.2908	146.8922	31831
-68.2940	146.9049	31832
-68.2956	146.9140	31833
-68.2961	146.9174	31834
-68.2964	146.9222	31835
-68.2965	146.9304	31836
-68.2960	146.9405	31837
-68.2945	146.9621	31838
-68.2943	146.9686	31839
-68.2943	146.9772	31840
-68.2946	146.9861	31841
-68.2951	146.9941	31842
-68.2963	147.0043	31843
-68.2973	147.0103	31844
-68.2981	147.0138	31845
-68.2995	147.0184	31846
-68.3025	147.0253	31847
-68.3045	147.0288	31848
-68.3109	147.0383	31849
-68.3135	147.0431	31850
-68.3147	147.0461	31851
-68.3154	147.0485	31852
-68.3163	147.0541	31853
-68.3165	147.0573	31854
-68.3163	147.0604	31855
-68.3155	147.0658	31856
-68.3137	147.0728	31857
-68.3060	147.0996	31858
-68.3040	147.1076	31859
-68.3035	147.1116	31860
-68.3033	147.1154	31861
-68.3033	147.1172	31862
-68.3036	147.1198	31863
-68.3044	147.1228	31864
-68.3058	147.1250	31865
-68.3071	147.1260	31866
-68.3088	147.1262	31867
-68.3114	147.1252	31868
-68.3173	147.1211	31869
-68.3193	147.1194	31870
-68.3208	147.1176	31871
-68.3256	147.1110	31872
-68.3283	147.1082	31873
-68.3315	147.1065	31874
-68.3346	147.1061	31875
-68.3397	147.1071	31876
-68.3534	147.1114	31877
-68.3823	147.1279	31878
-68.3890	147.1311	31879
-68.3933	147.1317	31880
-68.4017	147.1299	31881
-68.4046	147.1305	31882
-68.4063	147.1320	31883
-68.4081	147.1350	31884
-68.4108	147.1403	31885
-68.4138	147.1476	31886
-68.4169	147.1562	31887
-68.4215	147.1705	31888
-68.4230	147.1762	31889
-68.4243	147.1829	31890
-68.4251	147.1911	31891
-68.4259	147.2028	31892
-68.4263	147.2121	31893
-68.4263	147.2188	31894
-68.4259	147.2273	31895
-68.4246	147.2437	31896
-68.4237	147.2520	31897
-68.4226	147.2588	31898
-68.4215	147.2642	31899
-68.4195	147.2719	31900
-68.4155	147.2869	31901
-68.4133	147.2941	31902
-68.4103	147.3027	31903
-68.3995	147.3309	31904
-68.3965	147.3397	31905
-68.3944	147.3473	31906
-68.3899	147.3651	31907
-68.3885	147.3712	31908
-68.3875	147.3773	31909
-68.3872	147.3810	31910
-68.3873	147.3858	31911
-68.3878	147.3927	31912
-68.3886	147.3996	31913
-68.3908	147.4154	31914
-68.3943	147.4337	31915
-68.3952	147.4397	31916
-68.3954	147.4433	31917
-68.3954	147.4468	31918
-68.3948	147.4532	31919
-68.3932	147.4617	31920
-68.3915	147.4687	31921
-68.3896	147.4743	31922
-68.3858	147.4835	31923
-68.3841	147.4894	31924
-68.3834	147.4933	31925
-68.3829	147.4976	31926
-68.3813	147.5136	31927
-68.3807	147.5176	31928
-68.3799	147.5211	31929
-68.3785	147.5251	31930
-68.3767	147.5288	31931
-68.3747	147.5320	31932
-68.3705	147.5379	31933
-68.3692	147.5403	31934
-68.3676	147.5440	31935
-68.3664	147.5485	31936
-68.3654	147.5535	31937
-68.3647	147.5594	31938
-68.3626	147.5834	31939
-68.3607	147.5984	31940
-68.3605	147.6020	31941
-68.3604	147.6049	31942
-68.3606	147.6084	31943
-68.3612	147.6124	31944
-68.3619	147.6158	31945
-68.3628	147.6190	31946
-68.3653	147.6256	31947
-68.3711	147.6375	31948
-68.3728	147.6431	31949
-68.3738	147.6486	31950
-68.3743	147.6525	31951
-68.3746	147.6572	31952
-68.3746	147.6610	31953
-68.3742	147.6741	31954
-68.3743	147.6825	31955
-68.3753	147.6965	31956
-68.3777	147.7266	31957
-68.3793	147.7414	31958
-68.3843	147.7797	31959
-68.3863	147.7922	31960
-68.3880	147.7998	31961
-68.3891	147.8030	31962
-68.3904	147.8054	31963
-68.3924	147.8071	31964
-68.3947	147.8080	31965
-68.3984	147.8079	31966
-68.4061	147.8051	31967
-68.4096	147.8045	31968
-68.4131	147.8046	31969
-68.4148	147.8052	31970
-68.4161	147.8061	31971
-68.4172	147.8074	31972
-68.4183	147.8095	31973
-68.4194	147.8127	31974
-68.4205	147.8164	31975
-68.4229	147.8266	31976
-68.4237	147.8320	31977
-68.4241	147.8358	31978
-68.4245	147.8418	31979
-68.4247	147.8479	31980
-68.4247	147.8520	31981
-68.4245	147.8570	31982
-68.4237	147.8624	31983
-68.4206	147.8749	31984
-68.4194	147.8810	31985
-68.4184	147.8895	31986
-68.4177	147.9004	31987
-68.4175	147.9081	31988
-68.4176	147.9168	31989
-68.4182	147.9381	31990
-68.4187	147.9498	31991
-68.4195	147.9588	31992
-68.4206	147.9700	31993
-68.4216	147.9785	31994
-68.4225	147.9842	31995
-68.4245	147.9931	31996
-68.4318	148.0197	31997
-68.4355	148.0352	31998
-68.4367	148.0412	31999
-68.4372	148.0448	32000
-68.4376	148.0496	32001
-68.4377	148.0533	32002
-68.4375	148.0645	32003
-68.4355	148.1042	32004
-68.4341	148.1274	32005
-68.4331	148.1378	32006
-68.4325	148.1416	32007
-68.4314	148.1464	32008
-68.4260	148.1642	32009
-68.4224	148.1786	32010
-68.4205	148.1885	32011
-68.4200	148.1928	32012
-68.4197	148.1973	32013
-68.4194	148.2065	32014
-68.4196	148.2141	32015
-68.4201	148.2202	32016
-68.4224	148.2441	32017
-68.4238	148.2714	32018
-68.4243	148.2775	32019
-68.4248	148.2816	32020
-68.4254	148.2858	32021
-68.4264	148.2900	32022
-68.4278	148.2938	32023
-68.4291	148.2963	32024
-68.4317	148.2998	32025
-68.4404	148.3074	32026
-68.4428	148.3084	32027
-68.4449	148.3084	32028
-68.4471	148.3076	32029
-68.4539	148.3037	32030
-68.4561	148.3031	32031
-68.4588	148.3029	32032
-68.4620	148.3036	32033
-68.4641	148.3048	32034
-68.4660	148.3067	32035
-68.4670	148.3083	32036
-68.4674	148.3095	32037
-68.4679	148.3119	32038
-68.4682	148.3141	32039
-68.4681	148.3167	32040
-68.4678	148.3200	32041
-68.4662	148.3298	32042
-68.4657	148.3341	32043
-68.4654	148.3385	32044
-68.4655	148.3440	32045
-68.4662	148.3501	32046
-68.4679	148.3588	32047
-68.4686	148.3635	32048
-68.4689	148.3687	32049
-68.4692	148.3789	32050
-68.4696	148.3839	32051
-68.4703	148.3876	32052
-68.4732	148.3999	32053
-68.4737	148.4029	32054
-68.4739	148.4059	32055
-68.4740	148.4094	32056
-68.4737	148.4147	32057
-68.4708	148.4337	32058
-68.4703	148.4392	32059
-68.4695	148.4520	32060
-68.4690	148.4563	32061
-68.4683	148.4602	32062
-68.4670	148.4644	32063
-68.4658	148.4672	32064
-68.4609	148.4756	32065
-68.4586	148.4806	32066
-68.4569	148.4867	32067
-68.4558	148.4928	32068
-68.4549	148.5016	32069
-68.4545	148.5109	32070
-68.4545	148.5178	32071
-68.4551	148.5380	32072
-68.4550	148.5483	32073
-68.4539	148.5687	32074
-68.4527	148.5844	32075
-68.4520	148.5899	32076
-68.4510	148.5951	32077
-68.4434	148.6275	32078
-68.4384	148.6545	32079
-68.4371	148.6606	32080
-68.4355	148.6662	32081
-68.4336	148.6697	32082
-68.4311	148.6726	32083
-68.4287	148.6738	32084
-68.4269	148.6736	32085
-68.4255	148.6728	32086
-68.4193	148.6671	32087
-68.4173	148.6667	32088
-68.4158	148.6674	32089
-68.4142	148.6688	32090
-68.4128	148.6707	32091
-68.4109	148.6742	32092
-68.4098	148.6779	32093
-68.4094	148.6815	32094
-68.4097	148.6853	32095
-68.4105	148.6888	32096
-68.4115	148.6920	32097
-68.4134	148.6966	32098
-68.4155	148.7006	32099
-68.4199	148.7075	32100
-68.4218	148.7108	32101
-68.4319	148.7315	32102
-68.4344	148.7378	32103
-68.4371	148.7468	32104
-68.4395	148.7570	32105
-68.4417	148.7691	32106
-68.4440	148.7850	32107
-68.4447	148.7884	32108
-68.4457	148.7925	32109
-68.4468	148.7956	32110
-68.4488	148.7995	32111
-68.4503	148.8015	32112
-68.4544	148.8063	32113
-68.4556	148.8081	32114
-68.4572	148.8110	32115
-68.4591	148.8157	32116
-68.4614	148.8227	32117
-68.4628	148.8285	32118
-68.4635	148.8326	32119
-68.4640	148.8391	32120
-68.4640	148.8427	32121
-68.4638	148.8465	32122
-68.4629	148.8546	32123
-68.4615	148.8635	32124
-68.4565	148.8904	32125
-68.4547	148.8984	32126
-68.4507	148.9140	32127
-68.4475	148.9284	32128
-68.4458	148.9364	32129
-68.4451	148.9421	32130
-68.4450	148.9452	32131
-68.4454	148.9489	32132
-68.4473	148.9606	32133
-68.4491	148.9796	32134
-68.4514	148.9954	32135
-68.4516	148.9987	32136
-68.4515	149.0019	32137
-68.4508	149.0053	32138
-68.4497	149.0077	32139
-68.4414	149.0202	32140
-68.4399	149.0219	32141
-68.4386	149.0228	32142
-68.4324	149.0239	32143
-68.4310	149.0247	32144
-68.4295	149.0260	32145
-68.4274	149.0288	32146
-68.4231	149.0354	32147
-68.4212	149.0388	32148
-68.4196	149.0428	32149
-68.4184	149.0470	32150
-68.4177	149.0506	32151
-68.4158	149.0661	32152
-68.4150	149.0715	32153
-68.4117	149.0867	32154
-68.4074	149.1097	32155
-68.4051	149.1196	32156
-68.3994	149.1395	32157
-68.3984	149.1454	32158
-68.3981	149.1495	32159
-68.3983	149.1547	32160
-68.3990	149.1597	32161
-68.3999	149.1632	32162
-68.4017	149.1676	32163
-68.4044	149.1720	32164
-68.4098	149.1786	32165
-68.4130	149.1819	32166
-68.4163	149.1840	32167
-68.4180	149.1844	32168
-68.4205	149.1843	32169
-68.4246	149.1831	32170
-68.4270	149.1819	32171
-68.4288	149.1802	32172
-68.4302	149.1780	32173
-68.4340	149.1682	32174
-68.4350	149.1661	32175
-68.4360	149.1647	32176
-68.4369	149.1640	32177
-68.4381	149.1639	32178
-68.4392	149.1644	32179
-68.4407	149.1661	32180
-68.4475	149.1765	32181
-68.4540	149.1848	32182
-68.4553	149.1870	32183
-68.4566	149.1902	32184
-68.4573	149.1929	32185
-68.4578	149.1960	32186
-68.4586	149.2039	32187
-68.4591	149.2148	32188
-68.4591	149.2268	32189
-68.4587	149.2334	32190
-68.4580	149.2385	32191
-68.4563	149.2464	32192
-68.4548	149.2518	32193
-68.4537	149.2550	32194
-68.4518	149.2593	32195
-68.4490	149.2642	32196
-68.4460	149.2686	32197
-68.4437	149.2713	32198
-68.4345	149.2802	32199
-68.4307	149.2850	32200
-68.4288	149.2867	32201
-68.4266	149.2870	32202
-68.4198	149.2835	32203
-68.4175	149.2830	32204
-68.4161	149.2831	32205
-68.4138	149.2839	32206
-68.4114	149.2859	32207
-68.4092	149.2888	32208
-68.4076	149.2919	32209
-68.4061	149.2957	32210
-68.4045	149.3012	32211
-68.4007	149.3156	32212
-68.3993	149.3224	32213
-68.3979	149.3322	32214
-68.3957	149.3573	32215
-68.3949	149.3630	32216
-68.3938	149.3693	32217
-68.3928	149.3731	32218
-68.3914	149.3775	32219
-68.3896	149.3815	32220
-68.3864	149.3876	32221
-68.3845	149.3926	32222
-68.3837	149.3961	32223
-68.3832	149.3994	32224
-68.3827	149.4049	32225
-68.3827	149.4088	32226
-68.3830	149.4143	32227
-68.3836	149.4177	32228
-68.3842	149.4202	32229
-68.3862	149.4260	32230
-68.3871	149.4282	32231
-68.3901	149.4351	32232
-68.3927	149.4404	32233
-68.3952	149.4443	32234
-68.3969	149.4457	32235
-68.4015	149.4472	32236
-68.4033	149.4486	32237
-68.4059	149.4520	32238
-68.4093	149.4581	32239
-68.4106	149.4609	32240
-68.4120	149.4650	32241
-68.4149	149.4760	32242
-68.4164	149.4807	32243
-68.4183	149.4843	32244
-68.4245	149.4918	32245
-68.4277	149.4978	32246
-68.4303	149.5041	32247
-68.4361	149.5216	32248
-68.4420	149.5357	32249
-68.4444	149.5435	32250
-68.4468	149.5542	32251
-68.4482	149.5637	32252
-68.4487	149.5712	32253
-68.4488	149.5834	32254
-68.4491	149.5891	32255
-68.4499	149.5971	32256
-68.4513	149.6075	32257
-68.4524	149.6136	32258
-68.4538	149.6195	32259
-68.4603	149.6417	32260
-68.4627	149.6514	32261
-68.4642	149.6598	32262
-68.4689	149.6901	32263
-68.4716	149.7046	32264
-68.4737	149.7195	32265
-68.4769	149.7389	32266
-68.4785	149.7469	32267
-68.4834	149.7679	32268
-68.4872	149.7888	32269
-68.4884	149.7966	32270
-68.4888	149.8025	32271
-68.4889	149.8091	32272
-68.4886	149.8180	32273
-68.4883	149.8226	32274
-68.4875	149.8276	32275
-68.4866	149.8307	32276
-68.4853	149.8334	32277
-68.4836	149.8348	32278
-68.4821	149.8352	32279
-68.4698	149.8353	32280
-68.4683	149.8356	32281
-68.4665	149.8367	32282
-68.4649	149.8395	32283
-68.4641	149.8423	32284
-68.4632	149.8474	32285
-68.4617	149.8584	32286
-68.4609	149.8621	32287
-68.4602	149.8641	32288
-68.4588	149.8661	32289
-68.4574	149.8667	32290
-68.4559	149.8661	32291
-68.4535	149.8638	32292
-68.4448	149.8513	32293
-68.4403	149.8438	32294
-68.4381	149.8385	32295
-68.4343	149.8261	32296
-68.4318	149.8197	32297
-68.4293	149.8150	32298
-68.4243	149.8073	32299
-68.4226	149.8038	32300
-68.4214	149.7995	32301
-68.4210	149.7962	32302
-68.4201	149.7870	32303
-68.4193	149.7827	32304
-68.4185	149.7796	32305
-68.4149	149.7693	32306
-68.4052	149.7438	32307
-68.4035	149.7387	32308
-68.3991	149.7234	32309
-68.3975	149.7186	32310
-68.3956	149.7137	32311
-68.3917	149.7061	32312
-68.3857	149.6966	32313
-68.3819	149.6912	32314
-68.3803	149.6896	32315
-68.3787	149.6884	32316
-68.3771	149.6878	32317
-68.3747	149.6879	32318
-68.3731	149.6885	32319
-68.3711	149.6900	32320
-68.3687	149.6927	32321
-68.3648	149.6983	32322
-68.3621	149.7029	32323
-68.3603	149.7070	32324
-68.3587	149.7118	32325
-68.3575	149.7163	32326
-68.3564	149.7222	32327
-68.3548	149.7318	32328
-68.3539	149.7377	32329
-68.3532	149.7445	32330
-68.3529	149.7492	32331
-68.3528	149.7538	32332
-68.3530	149.7577	32333
-68.3533	149.7608	32334
-68.3538	149.7643	32335
-68.3547	149.7680	32336
-68.3556	149.7709	32337
-68.3574	149.7753	32338
-68.3607	149.7821	32339
-68.3622	149.7844	32340
-68.3644	149.7872	32341
-68.3767	149.8006	32342
-68.3829	149.8081	32343
-68.3852	149.8116	32344
-68.3926	149.8243	32345
-68.4072	149.8462	32346
-68.4109	149.8526	32347
-68.4121	149.8556	32348
-68.4130	149.8585	32349
-68.4166	149.8750	32350
-68.4222	149.8935	32351
-68.4234	149.8983	32352
-68.4246	149.9045	32353
-68.4275	149.9226	32354
-68.4284	149.9314	32355
-68.4295	149.9447	32356
-68.4303	149.9597	32357
-68.4312	149.9963	32358
-68.4320	150.0096	32359
-68.4328	150.0199	32360
-68.4341	150.0319	32361
-68.4356	150.0475	32362
-68.4365	150.0555	32363
-68.4387	150.0700	32364
-68.4426	150.0909	32365
-68.4432	150.0961	32366
-68.4435	150.1015	32367
-68.4436	150.1061	32368
-68.4433	150.1129	32369
-68.4430	150.1173	32370
-68.4422	150.1225	32371
-68.4405	150.1292	32372
-68.4352	150.1437	32373
